sample_index,filepath,source_word,true_label,condition,snr_db,transcript_raw,transcript_normalized,transcript_non_empty,asr_latency_sec,total_latency_sec,peak_normalized,peak_before_normalization,asr_failed,error
9741,dataset/raw/movement/right/63f042c6_nohash_0.wav,right,movement,snr_m10db,-10.0,,,0,0.068385,0.069048,0,0.357876,0,
9742,dataset/raw/unknown/four/214ccb20_nohash_0.wav,four,unknown,snr_m10db,-10.0,,,0,0.061473,0.063283,1,1.144413,0,
9743,dataset/raw/emergency/yes/61e2f74f_nohash_4.wav,yes,emergency,snr_m10db,-10.0,Good job.,good job,1,0.062101,0.064154,1,1.358458,0,
9744,dataset/raw/emergency/wow/747e69fd_nohash_0.wav,wow,emergency,snr_m10db,-10.0,Wow.,wow,1,0.057919,0.059216,0,0.445570,0,
9745,dataset/raw/emergency/yes/f8ad3941_nohash_0.wav,yes,emergency,snr_m10db,-10.0,,,0,0.058145,0.059472,0,0.297473,0,
9746,dataset/raw/movement/down/2bdbe5f7_nohash_3.wav,down,movement,snr_m10db,-10.0,,,0,0.059853,0.061401,1,1.732220,0,
9747,dataset/raw/movement/down/122c5aa7_nohash_1.wav,down,movement,snr_m10db,-10.0,,,0,0.057300,0.058910,0,0.978716,0,
9748,dataset/raw/emergency/backward/5f9cd2eb_nohash_4.wav,backward,emergency,snr_m10db,-10.0,,,0,0.061391,0.062644,1,1.962570,0,
9749,dataset/raw/emergency/yes/645ed69d_nohash_2.wav,yes,emergency,snr_m10db,-10.0,Yes!,yes,1,0.057141,0.058308,0,0.445102,0,
9750,dataset/raw/emergency/stop/f06190c1_nohash_0.wav,stop,emergency,snr_m10db,-10.0,It's great.,it s great,1,0.059797,0.061145,0,0.818112,0,
9751,dataset/raw/unknown/bird/042186b8_nohash_0.wav,bird,unknown,snr_m10db,-10.0,,,0,0.047519,0.048960,0,0.451411,0,
9752,dataset/raw/movement/on/2da58b32_nohash_0.wav,on,movement,snr_m10db,-10.0,,,0,0.057918,0.058994,0,0.632090,0,
9753,dataset/raw/emergency/yes/5b26c81b_nohash_0.wav,yes,emergency,snr_m10db,-10.0,,,0,0.060494,0.061805,1,1.180600,0,
9754,dataset/raw/unknown/marvin/f798ac78_nohash_0.wav,marvin,unknown,snr_m10db,-10.0,,,0,0.059829,0.061284,0,0.577120,0,
9755,dataset/raw/movement/go/da27460c_nohash_1.wav,go,movement,snr_m10db,-10.0,,,0,0.060860,0.062324,1,1.362596,0,
9756,dataset/raw/emergency/stop/b308773d_nohash_4.wav,stop,emergency,snr_m10db,-10.0,Let's go!,let s go,1,0.064691,0.066060,1,1.483839,0,
9757,dataset/raw/movement/off/3a929277_nohash_1.wav,off,movement,snr_m10db,-10.0,,,0,0.057778,0.059153,1,1.837866,0,
9758,dataset/raw/unknown/seven/26a093e1_nohash_1.wav,seven,unknown,snr_m10db,-10.0,,,0,0.059153,0.060469,0,0.854761,0,
9759,dataset/raw/emergency/no/645ed69d_nohash_2.wav,no,emergency,snr_m10db,-10.0,No!,no,1,0.055104,0.056396,0,0.848325,0,
9760,dataset/raw/emergency/yes/20fd451f_nohash_3.wav,yes,emergency,snr_m10db,-10.0,,,0,0.056866,0.058270,0,0.510321,0,
9761,dataset/raw/movement/left/0585b66d_nohash_0.wav,left,movement,snr_m10db,-10.0,,,0,0.056405,0.057793,0,0.823614,0,
9762,dataset/raw/emergency/stop/b4604db4_nohash_1.wav,stop,emergency,snr_m10db,-10.0,,,0,0.055818,0.057121,0,0.472219,0,
9763,dataset/raw/movement/follow/26653895_nohash_0.wav,follow,movement,snr_m10db,-10.0,,,0,0.060669,0.062346,0,0.186212,0,
9764,dataset/raw/emergency/no/beb458a4_nohash_4.wav,no,emergency,snr_m10db,-10.0,,,0,0.060504,0.061739,1,1.601553,0,
9765,dataset/raw/unknown/zero/a902ce9b_nohash_0.wav,zero,unknown,snr_m10db,-10.0,It's you.,it s you,1,0.065816,0.067356,0,0.509540,0,
9766,dataset/raw/unknown/one/226537ab_nohash_0.wav,one,unknown,snr_m10db,-10.0,One more!,one more,1,0.054630,0.056940,1,1.527930,0,
9767,dataset/raw/movement/follow/ff2b842e_nohash_1.wav,follow,movement,snr_m10db,-10.0,,,0,0.059956,0.061668,1,1.759498,0,
9768,dataset/raw/unknown/zero/d7c60815_nohash_0.wav,zero,unknown,snr_m10db,-10.0,Here we go.,here we go,1,0.061410,0.062780,0,0.461856,0,
9769,dataset/raw/movement/left/c7dc7278_nohash_0.wav,left,movement,snr_m10db,-10.0,,,0,0.062676,0.064178,0,0.893455,0,
9770,dataset/raw/emergency/stop/26c54f73_nohash_0.wav,stop,emergency,snr_m10db,-10.0,,,0,0.058359,0.059544,0,0.278687,0,
9771,dataset/raw/movement/left/1cb788bc_nohash_0.wav,left,movement,snr_m10db,-10.0,,,0,0.059939,0.061498,0,0.717217,0,
9772,dataset/raw/emergency/backward/6bf5baf3_nohash_0.wav,backward,emergency,snr_m10db,-10.0,,,0,0.058347,0.059969,1,1.423035,0,
9773,dataset/raw/emergency/stop_words/Cease/en_US-amy-low.wav,stop_words,emergency,snr_m10db,-10.0,Peace!,peace,1,0.057636,0.059609,1,2.379831,0,
9774,dataset/raw/emergency/no/f0522ff4_nohash_0.wav,no,emergency,snr_m10db,-10.0,No!,no,1,0.058250,0.059795,1,1.624707,0,
9775,dataset/raw/unknown/marvin/1890e5c3_nohash_0.wav,marvin,unknown,snr_m10db,-10.0,,,0,0.061777,0.063246,1,2.350363,0,
9776,dataset/raw/movement/down/f8ba7c0e_nohash_4.wav,down,movement,snr_m10db,-10.0,Yeah!,yeah,1,0.056479,0.057883,1,1.053957,0,
9777,dataset/raw/movement/down/d430b3cc_nohash_2.wav,down,movement,snr_m10db,-10.0,Down.,down,1,0.058516,0.060072,0,0.181987,0,
9778,dataset/raw/unknown/three/e900b652_nohash_1.wav,three,unknown,snr_m10db,-10.0,,,0,0.056328,0.057649,1,2.193864,0,
9779,dataset/raw/movement/forward/ca4d5368_nohash_3.wav,forward,movement,snr_m10db,-10.0,Bye!,bye,1,0.060514,0.062684,1,1.108139,0,
9780,dataset/raw/movement/left/e11fbc6e_nohash_0.wav,left,movement,snr_m10db,-10.0,,,0,0.059808,0.061634,0,0.514094,0,
9781,dataset/raw/unknown/one/bc196f81_nohash_0.wav,one,unknown,snr_m10db,-10.0,,,0,0.060735,0.062910,0,0.814325,0,
9782,dataset/raw/emergency/stop/324210dd_nohash_1.wav,stop,emergency,snr_m10db,-10.0,Let's go!,let s go,1,0.070162,0.071520,1,1.925951,0,
9783,dataset/raw/emergency/yes/61482e52_nohash_0.wav,yes,emergency,snr_m10db,-10.0,Yeah!,yeah,1,0.061162,0.062428,0,0.887363,0,
9784,dataset/raw/emergency/stop/eb0676ec_nohash_1.wav,stop,emergency,snr_m10db,-10.0,,,0,0.058525,0.060748,1,1.473893,0,
9785,dataset/raw/emergency/warning_alert/Look_out/en_US-arctic-medium.wav,warning_alert,emergency,snr_m10db,-10.0,Okay.,okay,1,0.059205,0.062025,1,1.814174,0,
9786,dataset/raw/movement/right/89947bd7_nohash_1.wav,right,movement,snr_m10db,-10.0,Bye!,bye,1,0.060729,0.062125,1,1.147532,0,
9787,dataset/raw/movement/off/1e02ffc5_nohash_2.wav,off,movement,snr_m10db,-10.0,,,0,0.063142,0.064575,1,1.448473,0,
9788,dataset/raw/unknown/nine/964e8cfd_nohash_1.wav,nine,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.063332,0.065361,1,1.784165,0,
9789,dataset/raw/movement/follow/91b03183_nohash_0.wav,follow,movement,snr_m10db,-10.0,,,0,0.067071,0.068359,1,1.772758,0,
9790,dataset/raw/movement/short_phrase/Stay_here/en_US-libritts-high.wav,short_phrase,movement,snr_m10db,-10.0,See you!,see you,1,0.062730,0.063957,1,1.897878,0,
9791,dataset/raw/unknown/cat/fd9c7413_nohash_0.wav,cat,unknown,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.570825,0.572664,0,0.328225,0,
9792,dataset/raw/emergency/yes/5c39594f_nohash_4.wav,yes,emergency,snr_m10db,-10.0,Yeah,yeah,1,0.056617,0.058540,1,1.388875,0,
9793,dataset/raw/emergency/no/85851131_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.068178,0.069386,0,0.672400,0,
9794,dataset/raw/emergency/no/0717b9f6_nohash_3.wav,no,emergency,snr_m10db,-10.0,,,0,0.064022,0.065433,1,1.242133,0,
9795,dataset/raw/emergency/no/caa4779f_nohash_2.wav,no,emergency,snr_m10db,-10.0,No!,no,1,0.057304,0.058626,0,0.870205,0,
9796,dataset/raw/movement/right/f47d644e_nohash_0.wav,right,movement,snr_m10db,-10.0,Ready?,ready,1,0.058488,0.059765,1,1.872874,0,
9797,dataset/raw/emergency/no/e99d36c8_nohash_1.wav,no,emergency,snr_m10db,-10.0,No!,no,1,0.061885,0.063276,0,0.792596,0,
9798,dataset/raw/unknown/six/13199b79_nohash_0.wav,six,unknown,snr_m10db,-10.0,Six.,six,1,0.055906,0.057142,0,0.249807,0,
9799,dataset/raw/movement/off/190821dc_nohash_3.wav,off,movement,snr_m10db,-10.0,,,0,0.062105,0.063407,0,0.825138,0,
9800,dataset/raw/unknown/five/cce7416f_nohash_1.wav,five,unknown,snr_m10db,-10.0,,,0,0.059509,0.060366,0,0.809138,0,
9801,dataset/raw/unknown/bed/b21f0fa4_nohash_0.wav,bed,unknown,snr_m10db,-10.0,See you!,see you,1,0.054009,0.055674,0,0.810435,0,
9802,dataset/raw/movement/on/8769c34c_nohash_1.wav,on,movement,snr_m10db,-10.0,,,0,0.049518,0.051686,0,0.494799,0,
9803,dataset/raw/unknown/tree/15b0c947_nohash_0.wav,tree,unknown,snr_m10db,-10.0,Tree,tree,1,0.047822,0.048497,1,1.163611,0,
9804,dataset/raw/movement/follow/e11fbc6e_nohash_3.wav,follow,movement,snr_m10db,-10.0,,,0,0.046917,0.047507,1,1.620146,0,
9805,dataset/raw/unknown/dog/5b09db89_nohash_0.wav,dog,unknown,snr_m10db,-10.0,,,0,0.048988,0.049578,1,3.220677,0,
9806,dataset/raw/movement/left/c1d39ce8_nohash_6.wav,left,movement,snr_m10db,-10.0,,,0,0.049839,0.050442,1,2.291018,0,
9807,dataset/raw/unknown/zero/db24628d_nohash_2.wav,zero,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.051369,0.051976,1,1.588092,0,
9808,dataset/raw/movement/right/af790082_nohash_2.wav,right,movement,snr_m10db,-10.0,Bye!,bye,1,0.050767,0.053286,0,0.165937,0,
9809,dataset/raw/movement/left/62f05757_nohash_1.wav,left,movement,snr_m10db,-10.0,,,0,0.057199,0.057794,0,0.184847,0,
9810,dataset/raw/unknown/seven/95299b6c_nohash_0.wav,seven,unknown,snr_m10db,-10.0,We're gonna set it up.,we re gonna set it up,1,0.062295,0.064139,0,0.534148,0,
9811,dataset/raw/unknown/three/37dca74f_nohash_2.wav,three,unknown,snr_m10db,-10.0,,,0,0.059979,0.061286,0,0.304037,0,
9812,dataset/raw/emergency/backward/c5a1e46c_nohash_0.wav,backward,emergency,snr_m10db,-10.0,,,0,0.057998,0.059327,1,1.248035,0,
9813,dataset/raw/emergency/stop/0bde966a_nohash_0.wav,stop,emergency,snr_m10db,-10.0,,,0,0.056197,0.057469,0,0.115393,0,
9814,dataset/raw/emergency/yes/8769c34c_nohash_3.wav,yes,emergency,snr_m10db,-10.0,Yeah!,yeah,1,0.058165,0.059464,1,1.017390,0,
9815,dataset/raw/unknown/six/cce7416f_nohash_9.wav,six,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.058134,0.059315,1,1.476636,0,
9816,dataset/raw/unknown/happy/324210dd_nohash_0.wav,happy,unknown,snr_m10db,-10.0,,,0,0.056240,0.057436,1,2.150054,0,
9817,dataset/raw/emergency/yes/ad63d93c_nohash_3.wav,yes,emergency,snr_m10db,-10.0,Thank you.,thank you,1,0.055928,0.057196,0,0.705955,0,
9818,dataset/raw/movement/left/62f05757_nohash_2.wav,left,movement,snr_m10db,-10.0,,,0,0.051551,0.052771,0,0.207681,0,
9819,dataset/raw/movement/down/ace072ba_nohash_3.wav,down,movement,snr_m10db,-10.0,Down!,down,1,0.054639,0.055257,1,1.524063,0,
9820,dataset/raw/unknown/seven/2a1f4853_nohash_2.wav,seven,unknown,snr_m10db,-10.0,Yeah,yeah,1,0.049579,0.051022,1,1.121756,0,
9821,dataset/raw/movement/go/d55aa56c_nohash_2.wav,go,movement,snr_m10db,-10.0,,,0,0.047599,0.048468,0,0.894817,0,
9822,dataset/raw/emergency/backward/a045368c_nohash_2.wav,backward,emergency,snr_m10db,-10.0,,,0,0.051269,0.052040,0,0.498773,0,
9823,dataset/raw/emergency/stop/ffb86d3c_nohash_0.wav,stop,emergency,snr_m10db,-10.0,Bye!,bye,1,0.048901,0.051015,1,1.269456,0,
9824,dataset/raw/unknown/eight/ff2b842e_nohash_3.wav,eight,unknown,snr_m10db,-10.0,Great!,great,1,0.049503,0.050064,1,1.284095,0,
9825,dataset/raw/unknown/seven/721f767c_nohash_0.wav,seven,unknown,snr_m10db,-10.0,,,0,0.052279,0.052878,1,1.007595,0,
9826,dataset/raw/movement/up/050170cb_nohash_3.wav,up,movement,snr_m10db,-10.0,Oh,oh,1,0.047777,0.048612,0,0.360940,0,
9827,dataset/raw/unknown/nine/24ed94ab_nohash_0.wav,nine,unknown,snr_m10db,-10.0,Bye!,bye,1,0.052565,0.053155,0,0.517947,0,
9828,dataset/raw/unknown/learn/d264f7b6_nohash_1.wav,learn,unknown,snr_m10db,-10.0,LOOOOO!,looooo,1,0.051736,0.054354,0,0.872698,0,
9829,dataset/raw/movement/right/e4be0cf6_nohash_2.wav,right,movement,snr_m10db,-10.0,Bye!,bye,1,0.049099,0.049778,1,1.142449,0,
9830,dataset/raw/emergency/stop/eeaf97c3_nohash_4.wav,stop,emergency,snr_m10db,-10.0,,,0,0.052277,0.052859,1,1.899150,0,
9831,dataset/raw/movement/on/14c7b073_nohash_2.wav,on,movement,snr_m10db,-10.0,,,0,0.053311,0.055701,1,1.234770,0,
9832,dataset/raw/unknown/four/2313e093_nohash_0.wav,four,unknown,snr_m10db,-10.0,,,0,0.056916,0.059623,0,0.332492,0,
9833,dataset/raw/emergency/stop/98447c43_nohash_0.wav,stop,emergency,snr_m10db,-10.0,,,0,0.053703,0.054330,0,0.651036,0,
9834,dataset/raw/emergency/wow/aa62fdad_nohash_2.wav,wow,emergency,snr_m10db,-10.0,,,0,0.055324,0.056842,0,0.623230,0,
9835,dataset/raw/movement/down/72e382bd_nohash_4.wav,down,movement,snr_m10db,-10.0,Yeah.,yeah,1,0.053592,0.055025,0,0.593517,0,
9836,dataset/raw/unknown/three/050170cb_nohash_3.wav,three,unknown,snr_m10db,-10.0,,,0,0.056917,0.059946,0,0.357439,0,
9837,dataset/raw/unknown/bed/52e228e9_nohash_0.wav,bed,unknown,snr_m10db,-10.0,,,0,0.055983,0.057335,0,0.815746,0,
9838,dataset/raw/unknown/house/1c76f5f3_nohash_0.wav,house,unknown,snr_m10db,-10.0,,,0,0.052168,0.053573,0,0.081164,0,
9839,dataset/raw/emergency/no/324210dd_nohash_0.wav,no,emergency,snr_m10db,-10.0,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,0.556761,0.557421,1,2.852670,0,
9840,dataset/raw/unknown/six/f9643d42_nohash_4.wav,six,unknown,snr_m10db,-10.0,Six.,six,1,0.053415,0.055049,0,0.374177,0,
9841,dataset/raw/unknown/three/179a61b7_nohash_3.wav,three,unknown,snr_m10db,-10.0,B,b,1,0.062294,0.067745,1,1.479789,0,
9842,dataset/raw/emergency/wow/88e90bc1_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.063490,0.066363,1,1.890787,0,
9843,dataset/raw/unknown/house/84999496_nohash_0.wav,house,unknown,snr_m10db,-10.0,,,0,0.061585,0.062957,0,0.501979,0,
9844,dataset/raw/emergency/no/422d3197_nohash_0.wav,no,emergency,snr_m10db,-10.0,,,0,0.064719,0.066667,0,0.232044,0,
9845,dataset/raw/unknown/two/1970b130_nohash_0.wav,two,unknown,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.539873,0.541236,1,1.795788,0,
9846,dataset/raw/emergency/stop/bbf38549_nohash_2.wav,stop,emergency,snr_m10db,-10.0,,,0,0.066214,0.067605,1,1.018731,0,
9847,dataset/raw/movement/down/6565a81d_nohash_3.wav,down,movement,snr_m10db,-10.0,Down!,down,1,0.063520,0.064928,1,1.158603,0,
9848,dataset/raw/emergency/wow/ff21fb59_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.064149,0.065416,0,0.973872,0,
9849,dataset/raw/movement/down/332d33b1_nohash_1.wav,down,movement,snr_m10db,-10.0,,,0,0.061332,0.062946,0,0.941797,0,
9850,dataset/raw/movement/go/07089da9_nohash_4.wav,go,movement,snr_m10db,-10.0,,,0,0.060820,0.061957,0,0.331948,0,
9851,dataset/raw/movement/right/15c563d7_nohash_3.wav,right,movement,snr_m10db,-10.0,,,0,0.055851,0.057192,1,1.252876,0,
9852,dataset/raw/emergency/yes/9b8a7439_nohash_2.wav,yes,emergency,snr_m10db,-10.0,Yes.,yes,1,0.056841,0.057505,0,0.627664,0,
