language,dataset_name,sample_id,sentence_id,source_text_for_gloss,english_gloss,gloss_source,gloss_confidence,strict_eligible,notes
Polish,nemo,audios/SM0_surprised_3.wav,3,Chodźmy w tango.,Let's go tango.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_happiness_17.wav,17,Chcę przeczytać ten artykuł jeszcze raz.,I want to read this article again.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_happiness_39.wav,39,Sziwa oznacza żałobę po zmarłym.,Shiva means mourning for the deceased.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_surprised_8.wav,8,Moja ciocia jest bardzo pomocna.,My aunt is very helpful.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_anger_60.wav,60,Podczas wakacji udało mi się zobaczyć delfiny.,During my vacation I managed to see dolphins.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_sadness_8.wav,8,Moja ciocia jest bardzo pomocna.,My aunt is very helpful.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_anger_74.wav,74,"Ta liczba wydaje się być błędna, sprawdź jeszcze raz.","This number appears to be incorrect, please check again.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_anger_15.wav,15,Sporadycznie chodzę na siłownię.,I go to the gym occasionally.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_anger_19.wav,19,W wolnym czasie lubię czytać książki.,In my free time I like reading books.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_fear_75.wav,75,Moja teściowa czasem przyjeżdża do nas w weekend.,My mother-in-law sometimes comes to visit us on the weekend.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_fear_79.wav,79,Mleko jest źródłem wapnia i innych składników odżywczych.,Milk is a source of calcium and other nutrients.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_sadness_40.wav,40,W dzieciństwie uwielbiałem klechdy.,"As a child, I loved klechda.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_sadness_54.wav,54,W grudniu często pada śnieg.,It often snows in December.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_fear_61.wav,61,Zupa pomidorowa to moje ulubione danie.,Tomato soup is my favorite dish.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_surprised_81.wav,81,W lipcu wyjeżdżam z rodziną na wakacje nad morze.,In July I'm going on holiday to the seaside with my family.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_anger_25.wav,25,Gorzka czekolada jest idealna na deser.,Dark chocolate is perfect for dessert.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_fear_56.wav,56,Moje dziecko umie już mówić kilka słów.,My child can already say a few words.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MP0_neutral_16.wav,16,"Racja, ten pomysł jest najlepszy.","Right, this idea is the best.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_fear_45.wav,45,Postanowiłem wynająć samochód na wakacje.,I decided to rent a car for vacation.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_happiness_77.wav,77,Marzec kojarzy się z wiosennymi promieniami słońca.,March is associated with spring sunshine.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_surprised_5.wav,5,Przestań go judzić.,Stop judging him.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_fear_49.wav,49,"Niektórzy powiedzą, że to państwo z kartonu.",Some will say that it is a cardboard country.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_happiness_21.wav,21,Egipcjanie uważali ibisy za święte.,The Egyptians considered ibises sacred.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_happiness_35.wav,35,"Aby upiec ciasto, muszę kupić mączkę.","To bake a cake, I need to buy flour.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_fear_51.wav,51,Strzelec to znak zodiaku następujący po Skorpionie.,Sagittarius is the zodiac sign following Scorpio.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_sadness_68.wav,68,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.,The castle in Malbork is one of the most beautiful in Poland.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_happiness_63.wav,63,Moja wizja na przyszłość jest jasna i wyraźna.,My vision for the future is clear and distinct.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_anger_31.wav,31,Dokarmcie koty wychodząc z domu.,Feed your cats when you leave the house.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_fear_42.wav,42,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie.",A friend is someone who is always on my side.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_neutral_58.wav,58,Otrzymałem piękną pocztówkę z widokiem na góry.,I received a beautiful postcard with a view of the mountains.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_surprised_56.wav,56,Moje dziecko umie już mówić kilka słów.,My child can already say a few words.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_anger_64.wav,64,Ucho wykrywa dźwięki o różnej częstotliwości.,The ear detects sounds of different frequencies.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_happiness_88.wav,88,Jabłko jest bogatym źródłem witamin i składników odżywczych.,Apple is a rich source of vitamins and nutrients.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_sadness_83.wav,83,Ten źrebak jest wychowany zgodnie z najlepszymi standardami.,This foal is raised to the highest standards.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_anger_70.wav,70,Człowiek zaczyna umierać już w momencie narodzin.,A person begins to die at the moment of birth.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_surprised_42.wav,42,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie.",A friend is someone who is always on my side.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_surprised_14.wav,14,Ten miesiąc minął bardzo szybko.,This month has passed very quickly.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_neutral_66.wav,66,Rtęć jest jednym z pierwiastków chemicznych.,Mercury is one of the chemical elements.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_sadness_37.wav,37,Relaksujące piosnki poprawiają nastrój.,Relaxing songs improve your mood.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_neutral_64.wav,64,Ucho wykrywa dźwięki o różnej częstotliwości.,The ear detects sounds of different frequencies.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_anger_58.wav,58,Otrzymałem piękną pocztówkę z widokiem na góry.,I received a beautiful postcard with a view of the mountains.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_anger_67.wav,67,Miłość jest jednym z najpiękniejszych uczuć.,Love is one of the most beautiful feelings.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_fear_86.wav,86,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.,Let's think positive and focus on the good things in our lives.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_anger_73.wav,73,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.,I always put the correct article before nouns.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_neutral_5.wav,5,Przestań go judzić.,Stop judging him.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_fear_81.wav,81,W lipcu wyjeżdżam z rodziną na wakacje nad morze.,In July I'm going on holiday to the seaside with my family.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_neutral_70.wav,70,Człowiek zaczyna umierać już w momencie narodzin.,A person begins to die at the moment of birth.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_surprised_28.wav,28,Podczas medytacji można wejść w trans.,During meditation you can enter a trance.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_neutral_3.wav,3,Chodźmy w tango.,Let's go tango.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_neutral_72.wav,72,Bastion był kiedyś ważnym elementem obrony miasta.,The bastion was once an important part of the city's defense.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_sadness_23.wav,23,Woda w basenie jest bardzo ciepła.,The water in the pool is very warm.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_neutral_4.wav,4,Dzieci muszą dużo jeść.,Children need to eat a lot.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_anger_72.wav,72,Bastion był kiedyś ważnym elementem obrony miasta.,The bastion was once an important part of the city's defense.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_sadness_22.wav,22,Piesek wszedł do rzeki żeby popływać.,The dog went into the river to swim.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_neutral_73.wav,73,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.,I always put the correct article before nouns.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_neutral_2.wav,2,Nie waśńmy się ze sobą.,Let's not quarrel with each other.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_neutral_71.wav,71,Baza wojskowa jest strategicznym punktem dla armii.,A military base is a strategic point for the army.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_surprised_29.wav,29,W październiku zaczyna się jesień.,Autumn begins in October.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_fear_80.wav,80,Do dzisiejszego obiadu potrzebuje małego garnczka.,I need a small pot for today's dinner.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_neutral_65.wav,65,Podczas remontu odkryliśmy starodawny mur.,"During the renovation, we discovered an ancient wall.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_sadness_36.wav,36,Ten pomysł trąci brakiem realizmu.,This idea smacks of a lack of realism.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_neutral_67.wav,67,Miłość jest jednym z najpiękniejszych uczuć.,Love is one of the most beautiful feelings.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_fear_87.wav,87,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.,You can see many unique products at craft fairs.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_anger_66.wav,66,Rtęć jest jednym z pierwiastków chemicznych.,Mercury is one of the chemical elements.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_anger_59.wav,59,Kupiłem nowy słownik języka hiszpańskiego.,I bought a new Spanish dictionary.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_anger_71.wav,71,Baza wojskowa jest strategicznym punktem dla armii.,A military base is a strategic point for the army.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_surprised_15.wav,15,Sporadycznie chodzę na siłownię.,I go to the gym occasionally.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_surprised_43.wav,43,Niania odegrała w moim życiu ważną rolę.,My nanny played an important role in my life.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_surprised_57.wav,57,Jedz inaczej aby polepszyć swoje zdrowie.,Eat differently to improve your health.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_happiness_1.wav,1,Lubię czytać przed snem.,I like to read before bed.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_neutral_59.wav,59,Kupiłem nowy słownik języka hiszpańskiego.,I bought a new Spanish dictionary.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_sadness_82.wav,82,Czerwiec kojarzy się z zakończeniem roku szkolnego.,June is associated with the end of the school year.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_happiness_89.wav,89,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.,The genitive case is one of the grammatical cases in Polish.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_anger_65.wav,65,Podczas remontu odkryliśmy starodawny mur.,"During the renovation, we discovered an ancient wall.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_happiness_62.wav,62,Twoje słowo ma dla mnie wielkie znaczenie.,Your word means a lot to me.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_sadness_69.wav,69,Przez most na rzece można szybko dotrzeć do miasta.,You can quickly reach the city via the bridge over the river.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_fear_50.wav,50,W muzeum można zobaczyć szkielet dinozaura.,You can see a dinosaur skeleton in the museum.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_happiness_34.wav,34,Pan Janek jest naszym nowym sąsiadem.,Mr. Janek is our new neighbor.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MP0_fear_35.wav,35,"Aby upiec ciasto, muszę kupić mączkę.","To bake a cake, I need to buy flour.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_fear_43.wav,43,Niania odegrała w moim życiu ważną rolę.,My nanny played an important role in my life.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_anger_30.wav,30,Każdy taniec ma swój własny rytm.,Each dance has its own rhythm.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MP0_neutral_17.wav,17,Chcę przeczytać ten artykuł jeszcze raz.,I want to read this article again.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_fear_57.wav,57,Jedz inaczej aby polepszyć swoje zdrowie.,Eat differently to improve your health.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_anger_24.wav,24,"Miasto tętni życiem, nawet w nocy.","The city is bustling with life, even at night.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_happiness_20.wav,20,Zima to czas jeżdżenia na sankach.,Winter is the time for sledding.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_fear_48.wav,48,Moja dziewczyna świętuje urodziny w sobotę.,My girlfriend celebrates her birthday on Saturday.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_surprised_4.wav,4,Dzieci muszą dużo jeść.,Children need to eat a lot.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MP0_fear_21.wav,21,Egipcjanie uważali ibisy za święte.,The Egyptians considered ibises sacred.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_happiness_76.wav,76,Woda jest podstawowym składnikiem życia na Ziemi.,Water is the basic ingredient of life on Earth.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_fear_44.wav,44,"Tęsknota to uczucie, które każdy z nas zna.",Longing is a feeling that each of us knows.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_fear_60.wav,60,Podczas wakacji udało mi się zobaczyć delfiny.,During my vacation I managed to see dolphins.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_sadness_55.wav,55,Chodzę do szkoły prawie codziennie.,I go to school almost every day.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_surprised_80.wav,80,Do dzisiejszego obiadu potrzebuje małego garnczka.,I need a small pot for today's dinner.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_anger_18.wav,18,Kwiecień to czwarty miesiąc w roku.,April is the fourth month of the year.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_sadness_41.wav,41,W parku rośnie ogromne drzewo.,There is a huge tree in the park.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_fear_78.wav,78,Moim ulubionym sosem do pizzy jest sos czosnkowy.,My favorite pizza sauce is garlic sauce.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_fear_74.wav,74,"Ta liczba wydaje się być błędna, sprawdź jeszcze raz.","This number appears to be incorrect, please check again.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_anger_75.wav,75,Moja teściowa czasem przyjeżdża do nas w weekend.,My mother-in-law sometimes comes to visit us on the weekend.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/IC0_neutral_1.wav,1,Lubię czytać przed snem.,I like to read before bed.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_sadness_9.wav,9,Piłka nożna to moja pasja.,Football is my passion.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_anger_14.wav,14,Ten miesiąc minął bardzo szybko.,This month has passed very quickly.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_happiness_38.wav,38,„Ród smoka” to serial telewizyjny.,"""Roman of the Dragon"" is a television series.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_happiness_16.wav,16,"Racja, ten pomysł jest najlepszy.","Right, this idea is the best.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_anger_61.wav,61,Zupa pomidorowa to moje ulubione danie.,Tomato soup is my favorite dish.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_surprised_9.wav,9,Piłka nożna to moja pasja.,Football is my passion.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_anger_49.wav,49,"Niektórzy powiedzą, że to państwo z kartonu.",Some will say that it is a cardboard country.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_happiness_26.wav,26,Ten dżin potrafi spełniać życzenia.,This genie can grant wishes.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_surprised_2.wav,2,Nie waśńmy się ze sobą.,Let's not quarrel with each other.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_happiness_10.wav,10,Kupiłem nową szafę do sypialni.,I bought a new wardrobe for the bedroom.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_neutral_37.wav,37,Relaksujące piosnki poprawiają nastrój.,Relaxing songs improve your mood.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_sadness_17.wav,17,Chcę przeczytać ten artykuł jeszcze raz.,I want to read this article again.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MK0_anger_28.wav,28,Podczas medytacji można wejść w trans.,During meditation you can enter a trance.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_fear_85.wav,85,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe.","In banks you can open a personal, savings or loan account.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KD0_neutral_23.wav,23,Woda w basenie jest bardzo ciepła.,The water in the pool is very warm.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_happiness_32.wav,32,"Pamiętaj, że nadzieja umiera ostatnia.",Remember that hope dies last.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_neutral_85.wav,85,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe.","In banks you can open a personal, savings or loan account.",nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MP0_happiness_12.wav,12,Mój teść zawsze służy radą.,My father-in-law is always willing to give advice.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MP0_surprised_27.wav,27,W niedzielę szkoła jest zamknięta.,The school is closed on Sunday.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_fear_1.wav,1,Lubię czytać przed snem.,I like to read before bed.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_surprised_13.wav,13,Interesuje mnie historia Polski.,I am interested in the history of Poland.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/MP0_surprised_33.wav,33,Po operacji nie mam żadnych blizn.,I have no scars after the surgery.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_surprised_4.wav,4,Dzieci muszą dużo jeść.,Children need to eat a lot.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_sadness_58.wav,58,Otrzymałem piękną pocztówkę z widokiem na góry.,I received a beautiful postcard with a view of the mountains.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_neutral_52.wav,52,Na złamaną kończynę często zakłada się gips.,A cast is often placed on a broken limb.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_surprised_23.wav,23,Woda w basenie jest bardzo ciepła.,The water in the pool is very warm.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_sadness_70.wav,70,Człowiek zaczyna umierać już w momencie narodzin.,A person begins to die at the moment of birth.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_fear_52.wav,52,Na złamaną kończynę często zakłada się gips.,A cast is often placed on a broken limb.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/SM0_fear_46.wav,46,„Żołwica” to dawne określenie na siostrę męża.,“Turtlewoman” is an old term for a husband's sister.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/TP0_surprised_37.wav,37,Relaksujące piosnki poprawiają nastrój.,Relaxing songs improve your mood.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/WR0_neutral_46.wav,46,„Żołwica” to dawne określenie na siostrę męża.,“Turtlewoman” is an old term for a husband's sister.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/KS0_sadness_64.wav,64,Ucho wykrywa dźwięki o różnej częstotliwości.,The ear detects sounds of different frequencies.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
Polish,nemo,audios/EB0_happiness_81.wav,81,W lipcu wyjeżdżam z rodziną na wakacje nad morze.,In July I'm going on holiday to the seaside with my family.,nemo.misc_sentence.raw_text + googletranslate(pl->en),medium,1,translated in full polish sentence set
